tile,frame,labelled,pre_found,pre_hit,ft_found,ft_hit,gain
07May10Camera1-Card1-0483_11.png,07May10Camera1-Card1-0483,34,31,5,33,4,-1
07May10Camera1-Card1-0483_12.png,07May10Camera1-Card1-0483,4,13,0,8,1,1
07May10Camera1-Card1-0483_14.png,07May10Camera1-Card1-0483,18,2,0,2,0,0
07May10Camera1-Card1-0483_17.png,07May10Camera1-Card1-0483,23,23,3,27,5,2
07May10Camera1-Card1-0483_18.png,07May10Camera1-Card1-0483,14,23,3,25,3,0
07May10Camera1-Card1-0483_21.png,07May10Camera1-Card1-0483,4,2,0,0,0,0
07May10Camera1-Card1-0483_23.png,07May10Camera1-Card1-0483,8,9,1,8,2,1
07May10Camera1-Card1-0483_24.png,07May10Camera1-Card1-0483,25,24,2,23,1,-1
07May10Camera1-Card1-0483_29.png,07May10Camera1-Card1-0483,7,4,1,6,2,1
07May10Camera1-Card1-0483_30.png,07May10Camera1-Card1-0483,11,16,2,13,2,0
07May10Camera1-Card1-0483_33.png,07May10Camera1-Card1-0483,9,11,2,11,3,1
07May10Camera1-Card1-0483_34.png,07May10Camera1-Card1-0483,4,7,0,4,1,1
07May10Camera1-Card1-0483_35.png,07May10Camera1-Card1-0483,10,16,1,15,1,0
07May10Camera1-Card1-0483_36.png,07May10Camera1-Card1-0483,24,20,4,17,3,-1
07May10Camera1-Card1-0483_37.png,07May10Camera1-Card1-0483,5,7,0,5,1,1
07May10Camera1-Card1-0483_4.png,07May10Camera1-Card1-0483,8,9,0,6,0,0
07May10Camera1-Card1-0483_40.png,07May10Camera1-Card1-0483,14,11,3,10,3,0
07May10Camera1-Card1-0483_42.png,07May10Camera1-Card1-0483,21,22,4,22,6,2
07May10Camera1-Card1-0483_46.png,07May10Camera1-Card1-0483,6,2,1,2,1,0
07May10Camera1-Card1-0483_47.png,07May10Camera1-Card1-0483,1,0,0,0,0,0
07May10Camera1-Card1-0483_49.png,07May10Camera1-Card1-0483,1,3,0,3,0,0
07May10Camera1-Card1-0483_5.png,07May10Camera1-Card1-0483,18,21,4,14,3,-1
07May10Camera1-Card1-0483_53.png,07May10Camera1-Card1-0483,4,2,0,1,0,0
07May10Camera1-Card1-0483_7.png,07May10Camera1-Card1-0483,3,2,0,0,0,0
08May10Camera1-Card1-0127_0.png,08May10Camera1-Card1-0127,1,4,0,3,0,0
08May10Camera1-Card1-0127_1.png,08May10Camera1-Card1-0127,1,5,0,4,1,1
08May10Camera1-Card1-0127_10.png,08May10Camera1-Card1-0127,1,6,0,2,1,1
08May10Camera1-Card1-0127_14.png,08May10Camera1-Card1-0127,1,1,1,1,1,0
08May10Camera1-Card1-0127_15.png,08May10Camera1-Card1-0127,5,8,5,6,3,-2
08May10Camera1-Card1-0127_19.png,08May10Camera1-Card1-0127,1,2,0,2,0,0
08May10Camera1-Card1-0127_2.png,08May10Camera1-Card1-0127,1,5,0,8,1,1
08May10Camera1-Card1-0127_20.png,08May10Camera1-Card1-0127,4,7,0,4,0,0
08May10Camera1-Card1-0127_21.png,08May10Camera1-Card1-0127,6,4,3,5,2,-1
08May10Camera1-Card1-0127_22.png,08May10Camera1-Card1-0127,6,11,5,8,2,-3
08May10Camera1-Card1-0127_27.png,08May10Camera1-Card1-0127,1,3,0,3,0,0
08May10Camera1-Card1-0127_28.png,08May10Camera1-Card1-0127,1,9,0,2,0,0
08May10Camera1-Card1-0127_29.png,08May10Camera1-Card1-0127,6,10,2,6,3,1
08May10Camera1-Card1-0127_30.png,08May10Camera1-Card1-0127,2,7,0,6,0,0
08May10Camera1-Card1-0127_35.png,08May10Camera1-Card1-0127,4,5,3,4,3,0
08May10Camera1-Card1-0127_36.png,08May10Camera1-Card1-0127,21,31,7,22,8,1
08May10Camera1-Card1-0127_37.png,08May10Camera1-Card1-0127,6,10,1,6,1,0
08May10Camera1-Card1-0127_41.png,08May10Camera1-Card1-0127,1,7,0,6,0,0
08May10Camera1-Card1-0127_42.png,08May10Camera1-Card1-0127,1,2,1,2,1,0
08May10Camera1-Card1-0127_43.png,08May10Camera1-Card1-0127,9,12,1,9,2,1
08May10Camera1-Card1-0127_44.png,08May10Camera1-Card1-0127,4,5,1,5,1,0
08May10Camera1-Card1-0127_50.png,08May10Camera1-Card1-0127,2,3,0,2,1,1
08May10Camera1-Card1-0127_51.png,08May10Camera1-Card1-0127,1,2,0,2,0,0
08May10Camera1-Card1-0127_7.png,08May10Camera1-Card1-0127,1,3,0,2,0,0
08May10Camera1-Card1-0127_8.png,08May10Camera1-Card1-0127,2,4,1,4,1,0
10June10Camera2-Card1-0268_26.png,10June10Camera2-Card1-0268,2,13,1,14,1,0
10June10Camera2-Card1-0268_27.png,10June10Camera2-Card1-0268,6,21,4,19,4,0
10June10Camera2-Card1-0268_28.png,10June10Camera2-Card1-0268,4,15,2,10,3,1
10June10Camera2-Card1-0268_33.png,10June10Camera2-Card1-0268,10,8,0,6,0,0
10June10Camera2-Card1-0268_34.png,10June10Camera2-Card1-0268,10,17,2,18,2,0
10June10Camera2-Card1-0268_35.png,10June10Camera2-Card1-0268,26,30,9,35,8,-1
10June10Camera2-Card1-0268_36.png,10June10Camera2-Card1-0268,14,22,7,26,6,-1
10June10Camera2-Card1-0268_41.png,10June10Camera2-Card1-0268,11,9,0,8,0,0
10June10Camera2-Card1-0268_42.png,10June10Camera2-Card1-0268,14,20,4,20,2,-2
10June10Camera2-Card1-0268_43.png,10June10Camera2-Card1-0268,28,27,6,33,8,2
10June10Camera2-Card1-0268_44.png,10June10Camera2-Card1-0268,15,24,4,34,5,1
10June10Camera2-Card1-0268_49.png,10June10Camera2-Card1-0268,5,5,0,5,0,0
10June10Camera2-Card1-0268_50.png,10June10Camera2-Card1-0268,27,25,6,31,9,3
10June10Camera2-Card1-0268_51.png,10June10Camera2-Card1-0268,40,28,9,37,14,5
10June10Camera2-Card1-0268_52.png,10June10Camera2-Card1-0268,41,24,15,37,13,-2
10June10Camera2-Card1-0268_53.png,10June10Camera2-Card1-0268,1,6,0,12,0,0
10June10Camera2-Card1-0268_57.png,10June10Camera2-Card1-0268,6,9,0,7,2,2
10June10Camera2-Card1-0268_58.png,10June10Camera2-Card1-0268,34,17,5,22,5,0
10June10Camera2-Card1-0268_59.png,10June10Camera2-Card1-0268,41,31,14,35,9,-5
10June10Camera2-Card1-0268_60.png,10June10Camera2-Card1-0268,26,25,13,26,12,-1
10June10Camera2-Card1-0268_61.png,10June10Camera2-Card1-0268,1,8,1,4,0,-1
10June10Camera2-Card1-0268_66.png,10June10Camera2-Card1-0268,23,12,2,18,1,-1
10June10Camera2-Card1-0268_67.png,10June10Camera2-Card1-0268,30,26,5,23,3,-2
10June10Camera2-Card1-0268_68.png,10June10Camera2-Card1-0268,28,22,10,30,6,-4
10June10Camera2-Card1-0268_69.png,10June10Camera2-Card1-0268,3,7,3,9,0,-3
10June10Camera2-Card1-0268_75.png,10June10Camera2-Card1-0268,6,15,3,16,4,1
10June10Camera2-Card1-0268_76.png,10June10Camera2-Card1-0268,23,16,3,24,4,1
10June10Camera2-Card1-0268_77.png,10June10Camera2-Card1-0268,3,6,0,9,1,1
11June10Camera1-Card3-0087_100.png,11June10Camera1-Card3-0087,2,4,2,17,1,-1
11June10Camera1-Card3-0087_101.png,11June10Camera1-Card3-0087,4,7,1,13,1,0
11June10Camera1-Card3-0087_102.png,11June10Camera1-Card3-0087,6,4,0,9,2,2
11June10Camera1-Card3-0087_103.png,11June10Camera1-Card3-0087,2,8,1,11,1,0
11June10Camera1-Card3-0087_107.png,11June10Camera1-Card3-0087,1,4,0,8,0,0
11June10Camera1-Card3-0087_110.png,11June10Camera1-Card3-0087,2,9,1,14,1,0
11June10Camera1-Card3-0087_111.png,11June10Camera1-Card3-0087,4,11,2,11,1,-1
11June10Camera1-Card3-0087_112.png,11June10Camera1-Card3-0087,2,10,0,12,1,1
11June10Camera1-Card3-0087_118.png,11June10Camera1-Card3-0087,1,3,0,14,0,0
11June10Camera1-Card3-0087_119.png,11June10Camera1-Card3-0087,1,1,0,17,0,0
11June10Camera1-Card3-0087_123.png,11June10Camera1-Card3-0087,3,4,1,10,1,0
11June10Camera1-Card3-0087_130.png,11June10Camera1-Card3-0087,1,4,1,8,1,0
11June10Camera1-Card3-0087_131.png,11June10Camera1-Card3-0087,1,6,1,12,1,0
11June10Camera1-Card3-0087_133.png,11June10Camera1-Card3-0087,2,4,1,10,1,0
11June10Camera1-Card3-0087_137.png,11June10Camera1-Card3-0087,1,4,1,5,1,0
11June10Camera1-Card3-0087_53.png,11June10Camera1-Card3-0087,1,3,1,3,1,0
11June10Camera1-Card3-0087_54.png,11June10Camera1-Card3-0087,2,8,2,9,2,0
11June10Camera1-Card3-0087_57.png,11June10Camera1-Card3-0087,2,3,1,10,1,0
11June10Camera1-Card3-0087_58.png,11June10Camera1-Card3-0087,2,2,1,8,1,0
11June10Camera1-Card3-0087_63.png,11June10Camera1-Card3-0087,1,3,0,11,1,1
11June10Camera1-Card3-0087_64.png,11June10Camera1-Card3-0087,2,3,0,10,1,1
11June10Camera1-Card3-0087_67.png,11June10Camera1-Card3-0087,2,4,1,15,1,0
11June10Camera1-Card3-0087_68.png,11June10Camera1-Card3-0087,2,4,1,11,1,0
11June10Camera1-Card3-0087_75.png,11June10Camera1-Card3-0087,3,8,0,17,1,1
11June10Camera1-Card3-0087_76.png,11June10Camera1-Card3-0087,2,3,0,14,1,1
11June10Camera1-Card3-0087_80.png,11June10Camera1-Card3-0087,2,6,1,12,0,-1
11June10Camera1-Card3-0087_81.png,11June10Camera1-Card3-0087,2,12,2,15,1,-1
11June10Camera1-Card3-0087_82.png,11June10Camera1-Card3-0087,2,10,0,13,1,1
11June10Camera1-Card3-0087_83.png,11June10Camera1-Card3-0087,1,6,1,11,1,0
11June10Camera1-Card3-0087_90.png,11June10Camera1-Card3-0087,2,6,0,14,1,1
11June10Camera1-Card3-0087_91.png,11June10Camera1-Card3-0087,4,8,1,14,1,0
14June11Camera2-Card3-0379_11.png,14June11Camera2-Card3-0379,1,12,1,10,1,0
14June11Camera2-Card3-0379_12.png,14June11Camera2-Card3-0379,6,15,2,11,3,1
14June11Camera2-Card3-0379_13.png,14June11Camera2-Card3-0379,2,12,1,10,2,1
14June11Camera2-Card3-0379_14.png,14June11Camera2-Card3-0379,2,6,0,7,1,1
14June11Camera2-Card3-0379_15.png,14June11Camera2-Card3-0379,2,6,0,9,0,0
14June11Camera2-Card3-0379_16.png,14June11Camera2-Card3-0379,2,0,0,1,0,0
14June11Camera2-Card3-0379_18.png,14June11Camera2-Card3-0379,7,17,5,16,4,-1
14June11Camera2-Card3-0379_19.png,14June11Camera2-Card3-0379,5,12,3,14,4,1
14June11Camera2-Card3-0379_20.png,14June11Camera2-Card3-0379,9,13,4,14,6,2
14June11Camera2-Card3-0379_22.png,14June11Camera2-Card3-0379,2,4,0,2,0,0
14June11Camera2-Card3-0379_23.png,14June11Camera2-Card3-0379,3,1,0,1,0,0
14June11Camera2-Card3-0379_25.png,14June11Camera2-Card3-0379,2,2,0,5,1,1
14June11Camera2-Card3-0379_26.png,14June11Camera2-Card3-0379,2,6,0,10,0,0
14June11Camera2-Card3-0379_27.png,14June11Camera2-Card3-0379,2,6,0,6,0,0
14June11Camera2-Card3-0379_28.png,14June11Camera2-Card3-0379,4,7,1,8,1,0
14June11Camera2-Card3-0379_29.png,14June11Camera2-Card3-0379,7,4,2,7,0,-2
14June11Camera2-Card3-0379_30.png,14June11Camera2-Card3-0379,10,12,3,11,3,0
14June11Camera2-Card3-0379_35.png,14June11Camera2-Card3-0379,5,11,0,11,1,1
14June11Camera2-Card3-0379_36.png,14June11Camera2-Card3-0379,6,5,2,6,3,1
14June11Camera2-Card3-0379_38.png,14June11Camera2-Card3-0379,8,11,3,9,1,-2
14June11Camera2-Card3-0379_40.png,14June11Camera2-Card3-0379,4,1,0,1,0,0
14June11Camera2-Card3-0379_43.png,14June11Camera2-Card3-0379,11,6,4,7,1,-3
14June11Camera2-Card3-0379_44.png,14June11Camera2-Card3-0379,7,7,2,5,1,-1
14June11Camera2-Card3-0379_45.png,14June11Camera2-Card3-0379,5,3,1,2,1,0
14June11Camera2-Card3-0379_46.png,14June11Camera2-Card3-0379,2,5,0,3,0,0
14June11Camera2-Card3-0379_50.png,14June11Camera2-Card3-0379,1,2,0,0,0,0
14June11Camera2-Card3-0379_51.png,14June11Camera2-Card3-0379,7,6,2,5,1,-1
14June11Camera2-Card3-0379_52.png,14June11Camera2-Card3-0379,4,3,1,2,0,-1
14June11Camera2-Card3-0379_53.png,14June11Camera2-Card3-0379,5,4,1,1,1,0
14June11Camera2-Card3-0379_60.png,14June11Camera2-Card3-0379,2,5,1,4,1,0
14June11Camera2-Card3-0379_8.png,14June11Camera2-Card3-0379,6,12,1,10,0,-1
15June11Camera2-Card3-0818_10.png,15June11Camera2-Card3-0818,2,2,0,2,0,0
15June11Camera2-Card3-0818_11.png,15June11Camera2-Card3-0818,3,0,0,0,0,0
15June11Camera2-Card3-0818_12.png,15June11Camera2-Card3-0818,1,0,0,1,0,0
15June11Camera2-Card3-0818_15.png,15June11Camera2-Card3-0818,7,4,0,6,1,1
15June11Camera2-Card3-0818_16.png,15June11Camera2-Card3-0818,4,2,1,2,1,0
15June11Camera2-Card3-0818_17.png,15June11Camera2-Card3-0818,1,2,0,2,0,0
15June11Camera2-Card3-0818_24.png,15June11Camera2-Card3-0818,8,7,3,7,3,0
15June11Camera2-Card3-0818_3.png,15June11Camera2-Card3-0818,1,1,0,1,0,0
15June11Camera2-Card3-0818_4.png,15June11Camera2-Card3-0818,8,4,1,7,2,1
15June11Camera2-Card3-0818_5.png,15June11Camera2-Card3-0818,21,13,2,17,6,4
15June11Camera2-Card3-0818_6.png,15June11Camera2-Card3-0818,16,9,3,11,4,1
15June11Camera2-Card3-0818_7.png,15June11Camera2-Card3-0818,7,9,4,8,4,0
15June11Camera2-Card3-0818_8.png,15June11Camera2-Card3-0818,7,4,2,6,3,1
15June21Camera2-Card1-1905_108.png,15June21Camera2-Card1-1905,3,13,0,10,0,0
15June21Camera2-Card1-1905_119.png,15June21Camera2-Card1-1905,1,14,0,13,0,0
15June21Camera2-Card1-1905_120.png,15June21Camera2-Card1-1905,1,13,0,10,0,0
15June21Camera2-Card1-1905_55.png,15June21Camera2-Card1-1905,8,8,0,6,0,0
15June21Camera2-Card1-1905_56.png,15June21Camera2-Card1-1905,1,3,0,3,0,0
15June21Camera2-Card1-1905_66.png,15June21Camera2-Card1-1905,4,15,0,15,0,0
15June21Camera2-Card1-1905_67.png,15June21Camera2-Card1-1905,3,10,0,8,0,0
15June21Camera2-Card1-1905_68.png,15June21Camera2-Card1-1905,3,3,0,3,0,0
15June21Camera2-Card1-1905_69.png,15June21Camera2-Card1-1905,1,5,0,4,0,0
15June21Camera2-Card1-1905_70.png,15June21Camera2-Card1-1905,3,10,0,5,0,0
15June21Camera2-Card1-1905_71.png,15June21Camera2-Card1-1905,1,8,0,5,0,0
15June21Camera2-Card1-1905_72.png,15June21Camera2-Card1-1905,1,2,0,1,0,0
15June21Camera2-Card1-1905_78.png,15June21Camera2-Card1-1905,6,4,0,4,0,0
15June21Camera2-Card1-1905_79.png,15June21Camera2-Card1-1905,10,11,1,11,1,0
15June21Camera2-Card1-1905_80.png,15June21Camera2-Card1-1905,4,12,0,12,0,0
15June21Camera2-Card1-1905_81.png,15June21Camera2-Card1-1905,2,13,0,10,0,0
15June21Camera2-Card1-1905_82.png,15June21Camera2-Card1-1905,2,11,0,8,0,0
15June21Camera2-Card1-1905_83.png,15June21Camera2-Card1-1905,3,6,0,5,0,0
15June21Camera2-Card1-1905_90.png,15June21Camera2-Card1-1905,2,6,0,3,0,0
15June21Camera2-Card1-1905_91.png,15June21Camera2-Card1-1905,1,1,0,1,0,0
15June21Camera2-Card1-1905_98.png,15June21Camera2-Card1-1905,1,18,1,10,0,-1
16May15Camera2-Card1-1337_103.png,16May15Camera2-Card1-1337,1,7,1,8,1,0
16May15Camera2-Card1-1337_104.png,16May15Camera2-Card1-1337,1,5,1,5,0,-1
16May15Camera2-Card1-1337_110.png,16May15Camera2-Card1-1337,2,0,0,2,0,0
16May15Camera2-Card1-1337_111.png,16May15Camera2-Card1-1337,4,1,0,2,0,0
16May15Camera2-Card1-1337_112.png,16May15Camera2-Card1-1337,1,1,0,2,0,0
16May15Camera2-Card1-1337_113.png,16May15Camera2-Card1-1337,4,10,0,8,0,0
16May15Camera2-Card1-1337_114.png,16May15Camera2-Card1-1337,2,2,0,3,0,0
16May15Camera2-Card1-1337_138.png,16May15Camera2-Card1-1337,1,3,0,2,0,0
16May15Camera2-Card1-1337_139.png,16May15Camera2-Card1-1337,1,2,0,2,0,0
16May15Camera2-Card1-1337_18.png,16May15Camera2-Card1-1337,1,13,0,10,0,0
16May15Camera2-Card1-1337_93.png,16May15Camera2-Card1-1337,1,9,1,6,1,0
16May15Camera2-Card1-1337_94.png,16May15Camera2-Card1-1337,2,10,1,8,1,0
16May15Camera2-Card1-1337_95.png,16May15Camera2-Card1-1337,1,10,1,10,1,0
16May15Camera2-Card1-1357_0.png,16May15Camera2-Card1-1357,26,25,6,22,4,-2
16May15Camera2-Card1-1357_1.png,16May15Camera2-Card1-1357,12,7,2,13,1,-1
16May15Camera2-Card1-1357_10.png,16May15Camera2-Card1-1357,8,13,1,14,0,-1
16May15Camera2-Card1-1357_100.png,16May15Camera2-Card1-1357,20,9,1,14,1,0
16May15Camera2-Card1-1357_101.png,16May15Camera2-Card1-1357,3,6,0,7,0,0
16May15Camera2-Card1-1357_105.png,16May15Camera2-Card1-1357,20,14,5,17,4,-1
16May15Camera2-Card1-1357_106.png,16May15Camera2-Card1-1357,41,26,12,30,11,-1
16May15Camera2-Card1-1357_107.png,16May15Camera2-Card1-1357,17,17,7,18,6,-1
16May15Camera2-Card1-1357_108.png,16May15Camera2-Card1-1357,23,11,2,16,4,2
16May15Camera2-Card1-1357_11.png,16May15Camera2-Card1-1357,2,6,0,6,0,0
16May15Camera2-Card1-1357_110.png,16May15Camera2-Card1-1357,11,11,0,13,0,0
16May15Camera2-Card1-1357_111.png,16May15Camera2-Card1-1357,7,8,1,11,1,0
16May15Camera2-Card1-1357_112.png,16May15Camera2-Card1-1357,3,2,1,2,0,-1
16May15Camera2-Card1-1357_113.png,16May15Camera2-Card1-1357,2,3,0,2,0,0
16May15Camera2-Card1-1357_114.png,16May15Camera2-Card1-1357,8,6,2,8,4,2
16May15Camera2-Card1-1357_115.png,16May15Camera2-Card1-1357,17,15,3,22,5,2
16May15Camera2-Card1-1357_116.png,16May15Camera2-Card1-1357,18,23,0,21,1,1
16May15Camera2-Card1-1357_117.png,16May15Camera2-Card1-1357,16,12,2,11,0,-2
16May15Camera2-Card1-1357_118.png,16May15Camera2-Card1-1357,2,9,1,6,1,0
16May15Camera2-Card1-1357_119.png,16May15Camera2-Card1-1357,2,6,1,3,1,0
16May15Camera2-Card1-1357_12.png,16May15Camera2-Card1-1357,7,9,1,8,1,0
16May15Camera2-Card1-1357_120.png,16May15Camera2-Card1-1357,4,16,1,12,0,-1
16May15Camera2-Card1-1357_121.png,16May15Camera2-Card1-1357,38,25,3,30,4,1
16May15Camera2-Card1-1357_122.png,16May15Camera2-Card1-1357,15,7,1,9,5,4
16May15Camera2-Card1-1357_123.png,16May15Camera2-Card1-1357,7,11,2,11,0,-2
16May15Camera2-Card1-1357_124.png,16May15Camera2-Card1-1357,33,20,9,31,13,4
16May15Camera2-Card1-1357_125.png,16May15Camera2-Card1-1357,45,21,5,32,9,4
16May15Camera2-Card1-1357_126.png,16May15Camera2-Card1-1357,7,18,2,18,3,1
16May15Camera2-Card1-1357_127.png,16May15Camera2-Card1-1357,9,22,1,18,4,3
16May15Camera2-Card1-1357_128.png,16May15Camera2-Card1-1357,12,13,6,12,6,0
16May15Camera2-Card1-1357_13.png,16May15Camera2-Card1-1357,65,15,8,32,8,0
16May15Camera2-Card1-1357_131.png,16May15Camera2-Card1-1357,20,13,3,24,5,2
16May15Camera2-Card1-1357_132.png,16May15Camera2-Card1-1357,47,21,7,30,9,2
16May15Camera2-Card1-1357_133.png,16May15Camera2-Card1-1357,27,22,7,28,9,2
16May15Camera2-Card1-1357_134.png,16May15Camera2-Card1-1357,12,15,0,23,3,3
16May15Camera2-Card1-1357_137.png,16May15Camera2-Card1-1357,2,7,1,6,1,0
16May15Camera2-Card1-1357_138.png,16May15Camera2-Card1-1357,33,22,7,19,7,0
16May15Camera2-Card1-1357_139.png,16May15Camera2-Card1-1357,23,22,1,17,0,-1
16May15Camera2-Card1-1357_14.png,16May15Camera2-Card1-1357,24,15,0,18,2,2
16May15Camera2-Card1-1357_149.png,16May15Camera2-Card1-1357,15,27,4,18,3,-1
16May15Camera2-Card1-1357_15.png,16May15Camera2-Card1-1357,22,21,8,23,4,-4
16May15Camera2-Card1-1357_159.png,16May15Camera2-Card1-1357,15,26,4,17,2,-2
16May15Camera2-Card1-1357_16.png,16May15Camera2-Card1-1357,4,9,1,10,1,0
16May15Camera2-Card1-1357_17.png,16May15Camera2-Card1-1357,3,2,1,3,1,0
16May15Camera2-Card1-1357_18.png,16May15Camera2-Card1-1357,4,5,0,6,0,0
16May15Camera2-Card1-1357_19.png,16May15Camera2-Card1-1357,2,7,1,7,1,0
16May15Camera2-Card1-1357_2.png,16May15Camera2-Card1-1357,8,11,1,14,0,-1
16May15Camera2-Card1-1357_21.png,16May15Camera2-Card1-1357,1,4,0,3,0,0
16May15Camera2-Card1-1357_22.png,16May15Camera2-Card1-1357,24,16,5,17,4,-1
16May15Camera2-Card1-1357_23.png,16May15Camera2-Card1-1357,28,21,4,22,3,-1
16May15Camera2-Card1-1357_24.png,16May15Camera2-Card1-1357,12,13,1,18,1,0
16May15Camera2-Card1-1357_25.png,16May15Camera2-Card1-1357,25,16,8,22,8,0
16May15Camera2-Card1-1357_26.png,16May15Camera2-Card1-1357,9,11,2,10,2,0
16May15Camera2-Card1-1357_3.png,16May15Camera2-Card1-1357,16,22,3,18,3,0
16May15Camera2-Card1-1357_31.png,16May15Camera2-Card1-1357,1,12,0,13,0,0
16May15Camera2-Card1-1357_32.png,16May15Camera2-Card1-1357,5,14,1,14,0,-1
16May15Camera2-Card1-1357_33.png,16May15Camera2-Card1-1357,20,24,1,24,0,-1
16May15Camera2-Card1-1357_34.png,16May15Camera2-Card1-1357,18,21,0,23,1,1
16May15Camera2-Card1-1357_35.png,16May15Camera2-Card1-1357,10,13,5,14,2,-3
16May15Camera2-Card1-1357_4.png,16May15Camera2-Card1-1357,7,8,3,9,0,-3
16May15Camera2-Card1-1357_40.png,16May15Camera2-Card1-1357,1,21,0,24,0,0
16May15Camera2-Card1-1357_41.png,16May15Camera2-Card1-1357,1,21,0,19,0,0
16May15Camera2-Card1-1357_47.png,16May15Camera2-Card1-1357,1,6,0,4,0,0
16May15Camera2-Card1-1357_5.png,16May15Camera2-Card1-1357,13,9,2,19,1,-1
16May15Camera2-Card1-1357_51.png,16May15Camera2-Card1-1357,1,17,0,18,0,0
16May15Camera2-Card1-1357_53.png,16May15Camera2-Card1-1357,1,13,0,14,0,0
16May15Camera2-Card1-1357_56.png,16May15Camera2-Card1-1357,1,24,0,29,0,0
16May15Camera2-Card1-1357_57.png,16May15Camera2-Card1-1357,3,8,0,8,1,1
16May15Camera2-Card1-1357_58.png,16May15Camera2-Card1-1357,3,3,1,2,1,0
16May15Camera2-Card1-1357_59.png,16May15Camera2-Card1-1357,3,7,1,7,0,-1
16May15Camera2-Card1-1357_6.png,16May15Camera2-Card1-1357,5,8,0,10,1,1
16May15Camera2-Card1-1357_60.png,16May15Camera2-Card1-1357,6,19,0,20,0,0
16May15Camera2-Card1-1357_66.png,16May15Camera2-Card1-1357,1,24,0,26,0,0
16May15Camera2-Card1-1357_67.png,16May15Camera2-Card1-1357,1,5,0,5,0,0
16May15Camera2-Card1-1357_69.png,16May15Camera2-Card1-1357,4,12,1,11,0,-1
16May15Camera2-Card1-1357_7.png,16May15Camera2-Card1-1357,2,8,0,7,1,1
16May15Camera2-Card1-1357_70.png,16May15Camera2-Card1-1357,4,6,0,6,0,0
16May15Camera2-Card1-1357_71.png,16May15Camera2-Card1-1357,3,15,1,18,1,0
16May15Camera2-Card1-1357_72.png,16May15Camera2-Card1-1357,2,12,0,14,0,0
16May15Camera2-Card1-1357_78.png,16May15Camera2-Card1-1357,4,8,0,11,0,0
16May15Camera2-Card1-1357_79.png,16May15Camera2-Card1-1357,8,12,0,10,0,0
16May15Camera2-Card1-1357_8.png,16May15Camera2-Card1-1357,8,9,2,9,1,-1
16May15Camera2-Card1-1357_84.png,16May15Camera2-Card1-1357,1,1,0,1,0,0
16May15Camera2-Card1-1357_85.png,16May15Camera2-Card1-1357,1,1,0,1,0,0
16May15Camera2-Card1-1357_86.png,16May15Camera2-Card1-1357,9,13,2,18,1,-1
16May15Camera2-Card1-1357_87.png,16May15Camera2-Card1-1357,8,15,0,18,2,2
16May15Camera2-Card1-1357_88.png,16May15Camera2-Card1-1357,9,14,0,17,1,1
16May15Camera2-Card1-1357_89.png,16May15Camera2-Card1-1357,3,5,0,4,0,0
16May15Camera2-Card1-1357_9.png,16May15Camera2-Card1-1357,15,12,4,16,1,-3
16May15Camera2-Card1-1357_91.png,16May15Camera2-Card1-1357,1,3,1,3,1,0
16May15Camera2-Card1-1357_92.png,16May15Camera2-Card1-1357,1,1,1,1,1,0
16May15Camera2-Card1-1357_93.png,16May15Camera2-Card1-1357,2,1,1,2,1,0
16May15Camera2-Card1-1357_95.png,16May15Camera2-Card1-1357,10,5,2,7,4,2
16May15Camera2-Card1-1357_96.png,16May15Camera2-Card1-1357,29,21,9,24,10,1
16May15Camera2-Card1-1357_97.png,16May15Camera2-Card1-1357,16,17,6,19,7,1
16May15Camera2-Card1-1357_98.png,16May15Camera2-Card1-1357,47,30,17,33,16,-1
17May10Camera1-Card1-0395_0.png,17May10Camera1-Card1-0395,23,3,0,4,0,0
17May10Camera1-Card1-0395_10.png,17May10Camera1-Card1-0395,19,40,4,40,4,0
17May10Camera1-Card1-0395_15.png,17May10Camera1-Card1-0395,64,63,18,65,21,3
17May10Camera1-Card1-0395_16.png,17May10Camera1-Card1-0395,49,69,19,73,19,0
17May10Camera1-Card1-0395_17.png,17May10Camera1-Card1-0395,41,67,16,64,14,-2
17May10Camera1-Card1-0395_18.png,17May10Camera1-Card1-0395,2,19,1,16,1,0
17May10Camera1-Card1-0395_2.png,17May10Camera1-Card1-0395,2,17,0,10,0,0
17May10Camera1-Card1-0395_21.png,17May10Camera1-Card1-0395,2,6,1,5,1,0
17May10Camera1-Card1-0395_22.png,17May10Camera1-Card1-0395,35,44,11,41,12,1
17May10Camera1-Card1-0395_23.png,17May10Camera1-Card1-0395,56,70,19,74,21,2
17May10Camera1-Card1-0395_24.png,17May10Camera1-Card1-0395,63,74,20,75,23,3
17May10Camera1-Card1-0395_25.png,17May10Camera1-Card1-0395,5,21,1,18,2,1
17May10Camera1-Card1-0395_30.png,17May10Camera1-Card1-0395,26,56,6,53,8,2
17May10Camera1-Card1-0395_31.png,17May10Camera1-Card1-0395,56,70,12,72,15,3
17May10Camera1-Card1-0395_32.png,17May10Camera1-Card1-0395,4,22,2,19,2,0
17May10Camera1-Card1-0395_37.png,17May10Camera1-Card1-0395,18,45,7,48,8,1
17May10Camera1-Card1-0395_38.png,17May10Camera1-Card1-0395,7,71,1,82,4,3
17May10Camera1-Card1-0395_44.png,17May10Camera1-Card1-0395,8,33,3,34,4,1
17May10Camera1-Card1-0395_8.png,17May10Camera1-Card1-0395,24,34,10,32,11,1
17May10Camera1-Card1-0395_9.png,17May10Camera1-Card1-0395,26,56,10,57,11,1
